Hawalli,1022;1037;1049;105;1064;1092;1122;1137;1146;1156;1158;1210;1271;1278;1299;1339;1344;1350;1353;1367;1388;1390;1397;1398;1410;1432;1443;1459;1464;1466;1527;1547;1553;1562;1607;1639;1640;1716;1723;174;1748;1792;1805;1814;1824;1829;1848;1870;1877;1897;1903;1904;1926;1935;1971;198;1996;202;2026;2033;2044;2061;2096;2110;2141;2157;2158;2159;2160;2161;2175;2187;2189;2225;2235;2247;2250;2263;2286;2317;2327;2358;2361;2367;2384;2386;2409;241;2435;2436;246;2475;2478;2480;2482;2484;2507;2514;2525;2534;2546;2549;2570;2586;2601;2604;2615;2635;2643;2679;2690;2695;2716;2733;2740;2763;2790;2793;2804;2816;2818;2829;2830;2857;2880;2890;2898;2899;2907;2917;2918;2944;2963;2964;2978;2999;3027;3065;3076;3102;3108;3109;3110;3112;3155;3169;3205;3221;3225;3235;3237;324;3249;3259;3278;3281;3293;3302;3304;3308;3318;3346;3371;3403;3423;3435;3437;3460;3468;348;3491;3493;3501;3503;3504;3519;3521;3524;3530;3546;3557;357;3574;358;3622;3657;3670;3673;3690;3695;3740;3749;3750;3760;3762;3767;3770;3798;3813;3814;3855;3860;3863;387;3884;389;3891;3896;3914;3936;3979;398;3983;4004;4009;401;4019;4027;403;4036;4043;4071;4082;4128;4144;4146;4168;4181;4197;4206;423;4233;4236;4245;4262;4273;429;4294;4315;4338;4339;4340;4368;4370;4373;4386;4395;4396;4400;4415;4439;4445;4464;449;4517;454;4559;4561;4567;4572;4575;4577;4587;4593;4637;4646;4657;4684;4699;4717;4726;4741;4750;4752;476;4763;477;4784;4789;4795;480;4800;4810;4813;4829;4839;485;4867;4869;4877;4889;4891;4918;4924;4926;4932;4935;4940;497;4980;4982;4986;4992;4999;5032;5060;5072;5077;5119;5126;5129;5153;5154;5155;5158;5168;5178;5195;5197;5218;5243;5256;526;5275;5282;533;5341;5343;5352;5363;5372;5375;5385;5389;5392;5397;5405;5409;5414;5431;5438;5441;5470;5475;5481;5500;551;5514;5539;554;5543;5544;5551;5563;5564;5592;5595;5596;5600;5603;5617;5633;5658;566;5675;570;5710;572;5721;5734;5754;576;5761;578;5784;5841;5845;5846;5851;5912;5948;5964;5983;5998;6000;6001;6046;6068;6081;6093;6103;612;6125;6133;6134;6149;6162;6166;617;6199;6208;621;6217;6235;6246;6249;6256;6278;6286;630;6324;6332;6355;637;6411;6422;643;6444;645;6478;6514;656;697;701;718;720;73;745;749;760;768;772;78;788;804;819;861;873;921;944;961;965
Helsinki,1023;1136;1609;2076;2119;2300;2362;2408;2613;2647;2694;2698;2758;2928;3096;3507;3520;356;3735;3775;3862;4061;4198;425;4573;4707;4760;5483;5743;5860;6222;6412
Heredia,1053;1307;1321;1402;1430;1506;1654;1682;1756;1785;1807;1839;1951;2069;2185;2302;2411;2462;2464;2501;2537;2607;2609;2703;2724;2767;2810;2942;2946;3130;3229;3248;3316;3325;3406;3535;3587;3746;3854;397;4100;4106;4135;4184;4269;4452;4519;4552;4662;4714;4903;5031;5361;5429;544;5469;5620;5813;5931;5963;6065;6116;6135;6449;6513
Hermosillo,173;1949;2271;2947;3127;3677;3827;4054;408;433;4351;4500;4608;4628;5225;5459;6002;6141
Hiroshima,1248;157;1831;22;2313;2639;3104;3563;3578;3606;3725;4121;4217;5205;5538;5981;6089;6236;761;832;933
Ho Chi Minh City,1105;1418;1530;1788;1849;2131;3116;3511;3838;3867;4182;4209;4568;4570;4898;4945;518;5562;6138;6425;852
Houston,1054;109;1117;1148;1201;1211;1232;1523;1524;1598;1679;1706;1928;1956;2;2052;2073;236;2396;2413;2463;2516;2612;2655;2668;2670;2704;2779;2789;2794;303;3091;3189;3424;3485;353;3593;3599;363;3656;3674;3729;3784;3876;3933;3997;4095;4113;4270;4348;4349;4409;45;4541;4693;4723;488;4949;5216;524;5358;5585;5683;5783;5831;5883;5938;5968;5979;604;6080;6296;6336;634;6345;6371;6467;751;822;825;843;849;870;952;976;981
Inch`on,1657;2176;2521;4003;4007;4162;5004;5087;5325
Ipoh,1015;1163;1174;1240;1287;1332;1345;1347;1359;1360;1369;140;1408;1444;1549;1571;1574;1619;162;1624;1633;1715;184;186;1905;1940;2140;2281;2299;2378;2407;2566;2711;2812;2883;2888;2977;3008;3022;3056;3057;3077;3093;3120;3158;3194;320;3202;321;3220;3327;333;3380;3417;3429;3472;3480;3616;3628;3745;3748;3981;4035;4068;4097;4098;4133;4149;4163;4259;4366;4401;4492;4725;4855;4878;4883;4979;4997;5027;5312;5339;5344;5407;5434;5533;5545;5742;580;5888;5972;6006;6316;632;64;6407;6446;6508;671;777;839;877;999
Jeddah,1031;1043;112;1130;1382;1423;1595;1721;1811;183;1898;2005;2163;2209;2293;234;2355;249;2707;2811;286;2881;2912;3228;3292;3342;335;336;371;383;3930;3942;3999;4014;4038;4049;4089;4159;422;4370;4417;4579;4631;4697;4746;4765;4809;4827;4964;515;5175;5301;5332;5345;5355;5430;5435;5491;550;5648;5660;5734;5764;5778;58;5844;5944;601;6043;6088;61;6102;6139;6289;6359;6386;6470;6498;6503;711;730;757;771;869;917;990
Johannesburg,101;2228;2322;2680;287;2960;3060;3061;3165;3551;4333;4578;4638;4835;4946;5137;5439;5467;5535;5662;5900;6026;6029;716;759
Kaliningrad,1782;2638;2683;2751;2803;3300;3462;3871;3943;4074;4178;4352;4635;6176
Kuwait,1022;1037;1049;105;1064;1116;1137;1146;1278;1299;1344;1350;1367;1383;1388;1410;1435;1443;1459;1639;1640;1656;1659;174;1824;1872;1877;1903;1926;1971;198;2044;2106;2110;2158;2161;2175;2189;2235;2250;2263;2286;2317;2327;2358;2367;2384;2409;2475;2482;2484;2514;2534;2546;2586;2601;2604;2690;2695;2716;2740;2763;2793;2816;2830;2899;2918;2964;2978;2999;3027;3065;3076;3108;3109;3112;3146;3169;3205;324;3249;3278;3293;3308;3318;3371;3403;3435;3491;3501;3503;3504;3519;3524;3557;3622;3673;3690;3695;3740;3750;3760;3767;3770;3813;387;3884;3896;3914;3979;4004;4019;4036;4043;4128;4146;4197;4236;4262;4273;4294;4339;4340;4368;4386;4396;4400;4439;4458;4517;454;4567;4593;4637;4726;4741;476;477;4784;4800;4829;4839;485;4851;4858;4867;4877;4889;4918;4932;4940;499;5077;5119;5126;5129;5154;5158;5168;5178;5195;5197;5243;5275;5282;5341;5352;5372;5392;5414;5431;5475;5481;551;554;5544;5551;5564;5592;5595;5596;5600;5617;5633;5658;5710;572;5721;578;5841;5846;5851;5998;6000;6001;6081;6093;6103;6125;6134;6173;6208;6235;6246;6256;6286;6324;6332;6355;6422;645;6514;697;718;720;73;768;78;788;861;921;944
Kyiv,1018;1042;1056;1085;1134;1142;1160;1173;1199;1205;1249;1250;1263;130;146;1512;1592;1632;166;1661;1667;1674;1694;1712;1722;1754;190;1900;1907;1914;195;1958;2022;204;2059;2065;2078;2100;2109;2118;2150;2183;2267;2287;232;2350;2500;2564;2581;2627;2749;275;2786;2839;284;2841;2865;2879;2919;2930;2966;3;3003;3026;307;3097;3152;3222;3223;3252;3258;3273;3276;3309;3341;3396;3455;3469;3498;3523;3577;3635;3675;3703;3711;3738;3771;3816;3818;3822;3837;3888;3940;3946;3955;3976;3977;3985;3989;400;4056;4069;4073;4169;4229;4309;4321;4357;4406;4418;4432;4463;4474;4478;4481;4505;4528;4531;4556;457;4609;461;4618;4627;4647;4659;4719;4742;4743;4764;4779;4788;4798;4805;4863;4890;4921;4927;4939;4960;4961;50;501;5092;5096;511;5117;514;5146;5161;5196;5204;5229;5257;527;5300;540;5487;5489;5505;5508;5568;5582;5605;5643;565;5650;5770;5793;5803;5811;5835;5862;5867;5871;5892;5893;5918;5919;5925;5959;5993;5997;6;600;6004;6033;6051;6054;6062;6092;6163;6171;6184;6205;6242;63;6341;6348;6383;6398;6416;6457;6464;6486;657;680;682;702;705;712;719;724;791;794;823;850;857;907;925;940;947;973;974;977;99
Kyrenia,1126;1144;1276;1330;1396;1429;161;1994;2063;2066;2387;2393;2632;2726;2915;2984;3198;3497;3894;4101;4299;4969;5454;5495;5504;5527;6124;6229;628;6408;763
L'Ariana,1047;1938;2364;2494;2805;3000;3614;3795;41;4479;4614;5084;5159;5287;5550;5738;5762;5850;5969;6128;6137;6204;6319;6349;6451;6504;77;856;889;969
La Paz,1780;1999;2421;2747;2923;3317;3434;382;4336;4860;5063;5113;5278;5347;6211;6295
Lima,10;1026;1068;1069;1082;1084;1095;1097;1101;1125;1131;1138;1143;1147;1184;121;1216;1234;1235;1242;1259;126;1267;127;1311;1320;1322;1331;1334;1342;1346;1378;139;1393;1395;1399;1422;1434;1436;1451;1454;1475;1477;1480;1488;1493;1498;1526;1528;1542;1548;1557;1563;1572;1582;1603;1606;1638;1650;1655;1658;1664;1687;1690;1691;1692;1693;170;1703;1704;1718;1761;1770;178;1797;180;1821;1832;1844;1859;1866;1871;1885;1888;1901;1946;1948;1957;196;1995;1997;2050;2054;2062;208;2085;2086;209;2091;2113;2115;2116;2127;2167;2184;2186;2192;2208;224;2255;2270;2276;2321;2323;2332;2337;2342;2346;2363;2370;2388;2390;2392;2402;2412;2437;2452;2461;2481;2490;2493;2495;2512;2515;2529;2548;2558;258;2592;2602;2625;2648;2661;2667;2732;2737;276;2769;279;2828;2831;2833;2836;285;2867;2870;2877;2892;291;2914;294;3019;3025;3044;3059;3106;3117;3122;3129;3140;316;3161;3190;3193;3231;331;3311;3333;3352;3376;3387;340;3409;3415;3436;344;3443;3446;3452;3458;3466;3484;3489;352;3561;3580;3584;3607;3611;3620;3624;3659;3660;3668;367;3682;3685;369;3705;3732;3755;3826;3843;3844;3851;3869;3918;393;3944;395;3971;4031;405;4065;4079;4086;4099;4109;4115;4119;4134;415;4157;416;4186;4192;4199;4204;4208;4215;4222;4246;4247;4252;4253;4316;4330;4331;4332;4355;439;4392;4437;446;448;451;4513;4542;455;4606;4616;4622;4633;4674;4678;4689;4692;4695;4709;4710;4720;4761;4792;481;4822;4831;4850;4872;4880;4888;489;4895;4904;4911;4914;4919;4937;4957;4967;4971;4975;4981;4991;4996;5000;5017;503;5036;5037;5039;5042;5043;5052;5069;5073;5076;51;5114;5132;5134;5148;5162;5180;5199;5221;5297;5302;5330;5331;5335;5365;5373;5377;5394;542;5426;5442;5478;5496;5499;5515;5522;5537;5614;5618;5639;5649;5687;5689;569;5699;5705;5725;573;574;5765;5767;5798;5808;5828;5836;5849;587;5897;5950;5962;5967;5970;5987;6023;6024;6034;6048;6063;6072;6078;6086;609;6153;6165;6167;6186;6207;6223;6224;6251;6283;6290;6291;6293;6307;6320;6322;633;6337;6360;6363;6367;6373;6392;6406;6414;6415;6420;6421;6431;6447;6453;6456;6484;6496;6509;663;664;687;690;692;696;726;740;742;746;773;795;802;81;810;831;835;836;846;853;865;867;875;888;90;91;919;928;932;942;972;987;989;992;998
Lisbon,110;1109;1197;1224;1279;1380;14;1487;1660;1695;1881;1892;1960;210;2180;2316;2403;2460;2499;2505;2531;2626;2685;2886;2935;2948;2970;2990;3184;3265;329;3374;3439;3653;3678;3714;3727;3763;3769;4062;4104;4172;4202;4355;4365;4431;460;4673;4728;4823;4899;4995;5240;5264;538;5388;5427;5597;5631;5685;5824;6059;6254;6277;6323;6469;816
Manado,1119;1168;1181;128;1341;1364;1416;158;1587;1594;1599;1610;1616;1642;1837;1896;1912;1986;1998;2000;2107;2201;2291;2341;2349;2360;2417;2532;2539;2623;2684;2717;2795;2891;2901;2905;2953;2967;2979;3098;3212;3216;3242;328;3280;33;3442;3570;3604;3642;3648;3692;3801;3870;3877;3892;3931;4064;4211;4304;4467;4471;4549;4677;4785;4799;4819;4958;4987;5100;5150;5161;5324;5378;5393;5509;5556;5602;5630;5718;5737;5801;5887;6021;6028;6061;6087;6200;6209;6210;6314;6385;649;662;753;820;883;95
Manama,2263;730
Minsk,1001;1149;1159;1188;1208;1255;1333;1337;1463;1505;1545;1590;1630;1701;1759;1768;1783;1835;1875;1942;2001;204;2068;2078;2123;2128;2130;2259;2312;2547;2687;2784;3085;314;3150;3247;3348;3360;3550;3564;3781;3811;3848;3955;4070;4195;4260;428;4281;4293;4300;4361;4397;4406;444;4571;4641;4698;4758;4766;4791;4837;4863;49;5074;5090;512;5127;5167;5184;5189;5245;5259;5261;5502;5548;5628;5690;5693;5704;5744;5769;5806;5927;6049;611;6115;6120;6127;6155;6203;6232;6275;629;6300;6397;6437;681;708;719;848;93;948;949;97;996
Muscat,153;219;3006;3232;3322;3353;3505;3554;3573;3597;3728;3791;4787;4881;5734;666;785
Nairobi,1011;1045;1118;1170;122;1251;1377;1414;1448;145;1585;1887;199;2064;2082;2253;2366;2406;244;2451;2519;2617;2799;2847;3069;3151;3238;3298;332;3440;35;37;3889;3925;4034;4607;4812;4834;5022;5094;516;5187;5360;5380;5384;5526;556;5573;5594;5796;5826;5913;6098;6271;6304;6369;644;767;808;841;930;950;991
New Delhi,1335;1708;1713;1781;1992;2093;2840;3081;3255;3256;3268;3445;3539;3857;3987;4251;4261;4311;4589;5047;5124;5328;5329;5425;5597;6269;6303
New Orleans,1135;118;1407;1627;1670;2099;2190;2477;2543;2573;2768;2780;2969;3095;3133;3147;3324;3525;3758;3835;384;4001;4091;4191;4385;4469;4620;4703;478;4857;4983;5624;5768;5819;585;5863;5870;5920;5928;5941;616;6192;6193;6394;993
Nicosia,1126;1144;1276;1310;1330;1396;1575;161;1994;2387;2393;2610;2632;2915;2925;2984;2990;3497;3894;4101;4111;4299;4326;4402;4769;4969;5454;5464;5495;5622;5732;6229;628;6408;763
Nueva San Salvador,1228;1400;1501;171;1972;2021;2095;2328;2524;2633;2765;3088;3229;3230;3350;3398;3496;365;3744;378;3945;3950;4277;4283;4451;4525;4557;4956;5252;5253;531;5383;5528;571;5714;5774;5853;5895;6150;616;693;957
Odesa,1030;1056;1094;1172;1580;1596;1661;17;1777;1914;1985;2059;2078;274;2827;3276;3337;3523;3538;3542;3577;3626;3638;3641;3666;3704;3738;3888;3916;4264;4265;4508;4531;4562;4641;4744;4747;4751;4798;4879;501;511;5117;5131;5146;5229;5295;5296;5311;5349;5356;5727;5770;5793;5811;5834;5896;60;600;6205;6212;6243;6383;651;719;809;823;937;940
Panama,1055;1080;1089;1096;1131;119;1221;1231;1241;1254;1272;1327;1355;1437;1439;1446;147;1494;1581;163;1772;1807;1820;1937;1944;2102;2144;2178;2278;229;2420;2441;2454;2498;2517;2520;2645;2665;2718;2746;2767;2787;2825;2894;290;2908;2973;3038;3043;3073;3159;3227;3266;3305;3362;338;3433;3929;3973;4050;412;4120;4132;4207;4305;4320;4341;4380;4421;4529;4537;4639;464;4682;4694;4722;4757;4854;4876;4910;4933;4951;4955;4988;4989;5006;5088;5091;5109;5207;5209;5214;5226;5276;5340;5364;5403;5476;5498;5503;5523;5530;5540;5578;5609;5647;5668;5673;5692;5696;5750;5753;5818;5837;5878;5894;5943;5957;6011;6039;6164;6266;6285;6315;6502;6513;652;665;69;709;884;951;968;971
